Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1920000,1.3058366,29.19277108433735,1305.664247718958,-0.0021547093,0.04819277108433735,0.04819277108433735,1.0
1930000,1.3052646,27.667621776504298,1308.9781090692584,0.026989253,0.10601719197707736,0.10601719197707736,1.0
1940000,1.3006414,29.585889570552148,1314.0359108011585,0.017478632,0.018404907975460124,0.018404907975460124,1.0
1950000,1.3071344,28.17784256559767,1317.700469514982,0.052515563,0.11370262390670553,0.11370262390670553,1.0
1960000,1.303924,29.533536585365855,1315.6742384801464,0.01979177,-0.024390243902439025,-0.024390243902439025,1.0
1970000,1.3024781,27.444444444444443,1314.9642284347347,0.020000014,0.03133903133903134,0.03133903133903134,1.0
1980000,1.298429,28.280701754385966,1314.7088804894183,0.022160832,0.03508771929824561,0.03508771929824561,1.0
1990000,1.3001162,29.49390243902439,1308.1245696138615,0.043930702,-0.03048780487804878,-0.03048780487804878,1.0
2000000,1.3030444,28.895209580838323,1301.7686882330966,0.010934808,-0.03592814371257485,-0.03592814371257485,1.0
2010000,1.300746,26.275204359673026,1294.2845596530115,-0.03947603,-0.11171662125340599,-0.11171662125340599,1.0
2020000,1.2990934,28.95508982035928,1300.846413267577,0.00489075,0.041916167664670656,0.041916167664670656,1.0
2030000,1.3038224,28.758928571428573,1303.0578417818633,0.044449065,0.07738095238095238,0.07738095238095238,1.0
2040000,1.2941043,27.415954415954417,1308.1305556592247,0.015554435,-0.008547008547008548,-0.008547008547008548,1.0
2050000,1.3001726,29.07871720116618,1312.7138924273374,0.06773209,0.12912912912912913,0.12912912912912913,1.0
2060000,1.2925152,29.694006309148264,1318.9832721068744,0.040376797,0.03680981595092025,0.03680981595092025,1.0
2070000,1.2949055,28.17543859649123,1318.9572331127952,0.016556768,0.026239067055393587,0.026239067055393587,1.0
2080000,1.2967763,28.189504373177844,1316.8559302816147,0.049359404,0.026239067055393587,0.026239067055393587,1.0
2090000,1.2869264,30.238244514106583,1318.6996944102234,0.08663817,0.10344827586206896,0.10344827586206896,1.0
2100000,1.289753,29.22289156626506,1319.1594299198434,0.07613736,0.08433734939759036,0.08433734939759036,1.0
2110000,1.2890371,27.92463768115942,1317.226502292126,-0.0067585083,-0.06086956521739131,-0.06086956521739131,1.0
2120000,1.285095,29.0748502994012,1310.0762146428024,0.01344524,-0.023952095808383235,-0.023952095808383235,1.0
2130000,1.2852645,30.034267912772584,1311.956717163762,0.03192791,0.06542056074766354,0.06542056074766354,1.0
2140000,1.2855883,29.117469879518072,1311.1979472640612,0.02015138,0.03614457831325301,0.03614457831325301,1.0
2150000,1.286597,29.460365853658537,1318.2575731490338,0.06767705,0.11585365853658537,0.11585365853658537,1.0
2160000,1.2818929,29.571865443425075,1316.881838222286,0.02290603,0.01529051987767584,0.01529051987767584,1.0
2170000,1.2813466,29.584097859327215,1323.3318840876548,0.089155786,0.13149847094801223,0.13149847094801223,1.0
2180000,1.2810888,29.3,1329.167344183384,0.027837658,0.01818181818181818,0.01818181818181818,1.0
2190000,1.2829621,31.028846153846153,1335.6926788598287,0.11961874,0.09615384615384616,0.09615384615384616,1.0
2200000,1.2764049,29.23262839879154,1336.0531103246433,0.039181575,-0.00906344410876133,-0.00906344410876133,1.0
2210000,1.2881804,28.762611275964392,1331.559666516783,0.028847527,0.032640949554896145,0.032640949554896145,1.0
2220000,1.2774796,32.24,1328.917666509008,0.01707055,-0.08,-0.08,1.0
2230000,1.2755071,29.03903903903904,1327.5993600266918,-0.0012507375,-0.1111111111111111,-0.1111111111111111,1.0
2240000,1.2810723,28.8089552238806,1329.7954406854392,0.087448895,0.11044776119402985,0.11044776119402985,1.0
2250000,1.2734027,30.634069400630914,1332.9977992572315,0.004338492,-0.0031545741324921135,-0.0031545741324921135,1.0
2260000,1.2754831,31.225806451612904,1332.398964599654,0.033333223,0.01935483870967742,0.01935483870967742,1.0
2270000,1.2705897,30.43125,1332.3302695433,0.097394235,0.1,0.1,1.0
2280000,1.2714279,29.74922600619195,1334.2392329705326,0.056287773,0.034055727554179564,0.034055727554179564,1.0
2290000,1.2738926,28.56047197640118,1332.3490538673907,0.039597448,-0.038348082595870206,-0.038348082595870206,1.0
2300000,1.2778267,29.959752321981423,1331.4759939588218,0.022734763,-0.009287925696594427,-0.009287925696594427,1.0
2310000,1.2752069,27.507122507122507,1323.02322231709,0.046848156,0.03133903133903134,0.03133903133903134,1.0
2320000,1.2682612,29.76851851851852,1328.8614449642198,-0.041831348,-0.15432098765432098,-0.15432098765432098,1.0
2330000,1.2683598,30.987220447284344,1326.9800539016708,-0.042752743,-0.08626198083067092,-0.08626198083067092,1.0
2340000,1.2694649,30.209375,1323.6847230523367,0.021605052,0.03125,0.03125,1.0
2350000,1.2698433,31.25483870967742,1324.9314052198126,0.0031177152,-0.06451612903225806,-0.06451612903225806,1.0
2360000,1.2703793,30.49056603773585,1324.258915184863,0.08687932,0.06289308176100629,0.06289308176100629,1.0
2370000,1.2687657,31.326860841423947,1328.2925685441794,-0.037218917,-0.03559870550161812,-0.03559870550161812,1.0
2380000,1.2720809,30.85987261146497,1327.646644801805,-0.014911699,0.025477707006369428,0.025477707006369428,1.0
2390000,1.2720721,29.650306748466257,1334.4814066626805,0.04006404,0.10429447852760736,0.10429447852760736,1.0
2400000,1.27401,31.525974025974026,1335.712725331994,0.006481575,0.032467532467532464,0.032467532467532464,1.0
2410000,1.2675986,29.460365853658537,1337.0155701903952,-0.010666315,-0.03048780487804878,-0.03048780487804878,1.0
2420000,1.270035,30.58359621451104,1341.2076294743754,0.008930202,0.022082018927444796,0.022082018927444796,1.0
2430000,1.2653965,31.7672131147541,1344.2421237546603,0.008963409,0.04918032786885246,0.04918032786885246,1.0
